First Normal Date	Last Normal Date	Log Count	Risk Based Priority (RBP)	Log Source Entity	Log Source Type	Classification	Common Event	Direction	Zone (Origin)	Zone (Impacted)	Entity (Origin)	Entity (Impacted)	Location (Origin)	Location (Impacted)	Network (Origin)	Network (Impacted)	Host (Origin)	Host (Impacted)	Known Host (Origin)	Known Host (Impacted)	IP Address (Origin)	IP Address (Impacted)	NAT IP Address (Origin)	NAT IP Address (Impacted)	MAC Address (Origin)	MAC Address (Impacted)	Interface (Origin)	Interface (Impacted)	Application	TCP/UDP Port (Origin)	TCP/UDP Port (Impacted)	NAT TCP/UDP Port (Origin)	NAT TCP/UDP Port (Impacted)	Protocol	Vendor Message ID	User (Origin)	User (Impacted)	Group	Domain Impacted	Sender	Recipient	Object	Object Name	URL	Command	Process Name	Process ID	Severity	Version	Host (Impacted) KBytes Rcvd	Host (Impacted) KBytes Sent	Host (Impacted) Packets Rcvd	Host (Impacted) Packets Sent	Reason	Result	Policy	Object Type	Hash	Response Code	Action	Session Type	CVE	Threat ID	Status	Serial Number	Parent Process Path	Parent Process Name	Parent Process ID	User Agent	Vendor Info	Threat Name	Domain Origin	Country (Origin)	Country (Impacted)	Region (Origin)	Region (Impacted)	HostName (Origin)	HostName (Impacted)	Known Application
2022-12-09 04:11:56 PM	2022-12-09 04:12:34 PM	2	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	iPro	Global Entity	Latvia: Riga: Riga	United States: Massachusetts: Cambridge	VM Network		10.1.1.11	96.7.49.129			10.1.1.11	96.7.49.129	217.28.52.100	0.0.0.0			eth1		53\UDP	40582	53	0	0	UDP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: Massachusetts			
2022-12-09 04:11:56 PM	2022-12-09 04:12:34 PM	2	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	iPro	Global Entity	Latvia: Riga: Riga	United States: Washington: Redmond	VM Network		10.1.1.11	13.107.160.224			10.1.1.11	13.107.160.224	217.28.52.100	0.0.0.0			eth1		53\UDP	33225	53	0	0	UDP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: Washington			
2022-12-09 04:11:56 PM	2022-12-09 04:12:34 PM	2	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	iPro	Global Entity	Latvia: Riga: Riga	United States: Washington: Redmond	VM Network		10.1.1.11	13.107.24.9			10.1.1.11	13.107.24.9	217.28.52.100	0.0.0.0			eth1		53\UDP	5180	53	0	0	UDP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: Washington			
2022-12-09 04:11:56 PM	2022-12-09 04:12:34 PM	2	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	iPro	Global Entity	Latvia: Riga: Riga	United States: Massachusetts: Cambridge	VM Network		10.1.1.11	96.7.49.64			10.1.1.11	96.7.49.64	217.28.52.100	0.0.0.0			eth1		53\UDP	33365	53	0	0	UDP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: Massachusetts			
2022-12-09 04:11:56 PM	2022-12-09 04:12:34 PM	2	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	iPro	Global Entity	Latvia: Riga: Riga	United States: Washington: Redmond	VM Network		10.1.1.11	64.4.48.201			10.1.1.11	64.4.48.201	217.28.52.100	0.0.0.0			eth1		53\UDP	23080	53	0	0	UDP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: Washington			
2022-12-09 04:11:56 PM	2022-12-09 04:12:34 PM	2	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	iPro	Global Entity	Latvia: Riga: Riga	United States: Washington: Redmond	VM Network		10.1.1.11	204.13.122.6			10.1.1.11	204.13.122.6	217.28.52.100	0.0.0.0			eth1		53\UDP	54311	53	0	0	UDP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: Washington			
2022-12-09 04:11:56 PM	2022-12-09 04:12:34 PM	2	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	iPro	Global Entity	Latvia: Riga: Riga	United States: Massachusetts: Cambridge	VM Network		10.1.1.11	23.61.199.131			10.1.1.11	23.61.199.131	217.28.52.100	0.0.0.0			eth1		53\UDP	1628	53	0	0	UDP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: Massachusetts			
2022-12-09 04:11:56 PM	2022-12-09 04:12:34 PM	2	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	iPro	Global Entity	Latvia: Riga: Riga	United States: Washington: Redmond	VM Network		10.1.1.11	195.134.226.6			10.1.1.11	195.134.226.6	217.28.52.100	0.0.0.0			eth1		53\UDP	60915	53	0	0	UDP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: Washington			
2022-12-09 04:12:34 PM	2022-12-09 04:12:34 PM	1	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	DC	Global Entity	Latvia: Riga: Riga	United States: California: San Francisco	VM Network		DC2 *	208.67.222.222	DC2		10.1.1.4	208.67.222.222	217.28.52.97	0.0.0.0			eth1		53\UDP	50494	53	36863	0	UDP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: California			
2022-12-09 04:12:34 PM	2022-12-09 04:12:34 PM	1	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	DC	Global Entity	Latvia: Riga: Riga	United States: California: San Francisco	VM Network		DC2 *	208.67.222.222	DC2		10.1.1.4	208.67.222.222	217.28.52.97	0.0.0.0			eth1		53\UDP	49806	53	46781	0	UDP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: California			
2022-12-09 04:12:34 PM	2022-12-09 04:12:34 PM	1	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	DC	Global Entity	Latvia: Riga: Riga	United States: California: San Francisco	VM Network		DC2 *	208.67.222.222	DC2		10.1.1.4	208.67.222.222	217.28.52.97	0.0.0.0			eth1		53\UDP	49261	53	31010	0	UDP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: California			
2022-12-09 04:12:34 PM	2022-12-09 04:12:34 PM	1	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	iPro	Global Entity	Latvia: Riga: Riga	United States: Washington: Redmond	VM Network		10.1.1.11	150.171.16.240			10.1.1.11	150.171.16.240	217.28.52.100	0.0.0.0			eth1		53\UDP	35767	53	0	0	UDP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: Washington			
2022-12-09 04:12:34 PM	2022-12-09 04:12:34 PM	1	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	iPro	Global Entity	Latvia: Riga: Riga	United States: Virginia: Ashburn	VM Network		10.1.1.11	104.47.38.8			10.1.1.11	104.47.38.8	217.28.52.100	0.0.0.0			eth1		53\UDP	44531	53	0	0	UDP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: Virginia			
2022-12-09 04:12:34 PM	2022-12-09 04:12:34 PM	1	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	iPro	Global Entity	Latvia: Riga: Riga	United States: California: Mountain View	VM Network		10.1.1.120	142.250.74.142			10.1.1.120	142.250.74.142	217.28.52.97	0.0.0.0			eth1		443\UDP	64906	443	12047	0	UDP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: California			
2022-12-09 04:12:34 PM	2022-12-09 04:12:34 PM	1	11	Security	Syslog - Check Point Log Exporter	Network Traffic	General Network Traffic	Outbound	Internal	External	Security	Global Entity		Sweden: Stockholms län: Stockholm			10.99.88.23	184.50.201.137			10.99.88.23	184.50.201.137					eth1.404		443\TCP		443			TCP	url filtering																									accept														Sweden		Sweden: Stockholms län			
2022-12-09 04:12:34 PM	2022-12-09 04:12:34 PM	1	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	DC	Global Entity	Latvia: Riga: Riga	United States: California: San Francisco	VM Network		DC2 *	208.67.222.222	DC2		10.1.1.4	208.67.222.222	217.28.52.97	0.0.0.0			eth1		53\UDP	65309	53	47905	0	UDP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: California			
2022-12-09 04:12:34 PM	2022-12-09 04:12:34 PM	1	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	iPro	Global Entity	Latvia: Riga: Riga	United States: Washington: Redmond	VM Network		10.1.1.11	150.171.16.240			10.1.1.11	150.171.16.240	217.28.52.100	0.0.0.0			eth1		53\UDP	48872	53	0	0	UDP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: Washington			
2022-12-09 04:12:34 PM	2022-12-09 04:12:34 PM	1	17	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Internal	Internal	Internal	Security	DC		Latvia: Riga: Riga		VM Network	10.99.88.14	DC2 *		DC2	10.99.88.14	10.1.1.4	10.1.1.100	0.0.0.0			eth1.404		53\UDP	53726	53	32134	0	UDP	vpn-1 & firewall-1																									accept														Latvia		Latvia: Riga			
2022-12-09 04:12:34 PM	2022-12-09 04:12:34 PM	1	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	iPro	Global Entity	Latvia: Riga: Riga	United States: Washington: Redmond	VM Network		10.1.1.11	64.4.48.201			10.1.1.11	64.4.48.201	217.28.52.100	0.0.0.0			eth1		53\UDP	17082	53	0	0	UDP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: Washington			
2022-12-09 04:12:34 PM	2022-12-09 04:12:34 PM	1	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	DC	Global Entity	Latvia: Riga: Riga	United States: California: San Francisco	VM Network		DC2 *	208.67.222.222	DC2		10.1.1.4	208.67.222.222	217.28.52.97	0.0.0.0			eth1		53\UDP	50409	53	45631	0	UDP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: California			
2022-12-09 04:11:56 PM	2022-12-09 04:12:34 PM	2	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	DC	Global Entity	Latvia: Riga: Riga	United States: California: San Francisco	VM Network		DC2 *	208.67.222.222	DC2		10.1.1.4	208.67.222.222	217.28.52.97	0.0.0.0			eth1		53\UDP	49431	53	14141	0	UDP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: California			
2022-12-09 04:11:56 PM	2022-12-09 04:12:34 PM	2	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	iPro	Global Entity	Latvia: Riga: Riga	United Kingdom: London: London	VM Network		10.1.1.11	139.45.207.62			10.1.1.11	139.45.207.62	217.28.52.100	0.0.0.0			eth1		53\UDP	59016	53	0	0	UDP	vpn-1 & firewall-1																									accept													Latvia	United Kingdom	Latvia: Riga	United Kingdom: London			
2022-12-09 04:11:56 PM	2022-12-09 04:12:34 PM	2	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	DC	Global Entity	Latvia: Riga: Riga	United States: California: San Francisco	VM Network		DC2 *	208.67.222.222	DC2		10.1.1.4	208.67.222.222	217.28.52.97	0.0.0.0			eth1		53\UDP	50328	53	10052	0	UDP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: California			
2022-12-09 04:11:56 PM	2022-12-09 04:12:34 PM	2	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	iPro	Global Entity	Latvia: Riga: Riga	Finland: Helsinki: Helsinki	VM Network		10.1.1.11	62.115.253.108			10.1.1.11	62.115.253.108	217.28.52.100	0.0.0.0			eth1		53\UDP	44474	53	0	0	UDP	vpn-1 & firewall-1																									accept													Latvia	Finland	Latvia: Riga	Finland: Helsinki			
2022-12-09 04:11:56 PM	2022-12-09 04:12:34 PM	2	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	iPro	Global Entity	Latvia: Riga: Riga	United Kingdom: London: London	VM Network		10.1.1.11	95.100.168.65			10.1.1.11	95.100.168.65	217.28.52.100	0.0.0.0			eth1		53\UDP	24176	53	0	0	UDP	vpn-1 & firewall-1																									accept													Latvia	United Kingdom	Latvia: Riga	United Kingdom: London			
2022-12-09 04:11:56 PM	2022-12-09 04:12:34 PM	2	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	iPro	Global Entity	Latvia: Riga: Riga	Sweden: Stockholms län: Stockholm	VM Network		10.1.1.11	23.3.91.144			10.1.1.11	23.3.91.144	217.28.52.100	0.0.0.0			eth1		53\UDP	61854	53	0	0	UDP	vpn-1 & firewall-1																									accept													Latvia	Sweden	Latvia: Riga	Sweden: Stockholms län			
2022-12-09 04:11:56 PM	2022-12-09 04:12:34 PM	2	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	iPro	Global Entity	Latvia: Riga: Riga	United States: Washington: Redmond	VM Network		10.1.1.11	13.107.160.1			10.1.1.11	13.107.160.1	217.28.52.100	0.0.0.0			eth1		53\UDP	49157	53	0	0	UDP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: Washington			
2022-12-09 04:12:34 PM	2022-12-09 04:12:34 PM	1	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	DC	Global Entity	Latvia: Riga: Riga	United States: California: San Francisco	VM Network		DC2 *	208.67.222.222	DC2		10.1.1.4	208.67.222.222	217.28.52.97	0.0.0.0			eth1		53\UDP	50180	53	29701	0	UDP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: California			
2022-12-09 04:12:34 PM	2022-12-09 04:12:34 PM	1	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	iPro	Global Entity	Latvia: Riga: Riga	United States: Washington: Redmond	VM Network		10.1.1.11	13.107.160.222			10.1.1.11	13.107.160.222	217.28.52.100	0.0.0.0			eth1		53\UDP	8389	53	0	0	UDP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: Washington			
2022-12-09 04:12:34 PM	2022-12-09 04:12:34 PM	1	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	DC	Global Entity	Latvia: Riga: Riga	United States: California: San Francisco	VM Network		DC2 *	208.67.222.222	DC2		10.1.1.4	208.67.222.222	217.28.52.97	0.0.0.0			eth1		53\UDP	65296	53	17590	0	UDP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: California			
2022-12-09 04:11:55 PM	2022-12-09 04:12:34 PM	2	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	iPro	Global Entity	Latvia: Riga: Riga	United States: Washington: Redmond	VM Network		10.1.1.11	64.4.48.201			10.1.1.11	64.4.48.201	217.28.52.100	0.0.0.0			eth1		53\UDP	17281	53	0	0	UDP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: Washington			
2022-12-09 04:11:55 PM	2022-12-09 04:12:34 PM	2	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	DC	Global Entity	Latvia: Riga: Riga	United States: California: San Francisco	VM Network		DC2 *	208.67.222.222	DC2		10.1.1.4	208.67.222.222	217.28.52.97	0.0.0.0			eth1		53\UDP	51174	53	14306	0	UDP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: California			
2022-12-09 04:11:55 PM	2022-12-09 04:12:34 PM	2	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	DC	Global Entity	Latvia: Riga: Riga	United States: California: San Francisco	VM Network		DC2 *	208.67.222.222	DC2		10.1.1.4	208.67.222.222	217.28.52.97	0.0.0.0			eth1		53\UDP	49848	53	15511	0	UDP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: California			
2022-12-09 04:11:55 PM	2022-12-09 04:12:34 PM	2	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	iPro	Global Entity	Latvia: Riga: Riga	United States: Washington: Redmond	VM Network		10.1.1.11	13.107.6.2			10.1.1.11	13.107.6.2	217.28.52.100	0.0.0.0			eth1		53\UDP	57018	53	0	0	UDP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: Washington			
2022-12-09 04:11:56 PM	2022-12-09 04:12:34 PM	2	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	DC	Global Entity	Latvia: Riga: Riga	United States: California: San Francisco	VM Network		DC2 *	208.67.222.222	DC2		10.1.1.4	208.67.222.222	217.28.52.97	0.0.0.0			eth1		53\UDP	50857	53	33062	0	UDP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: California			
2022-12-09 04:11:56 PM	2022-12-09 04:12:34 PM	2	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	DC	Global Entity	Latvia: Riga: Riga	United States: California: San Francisco	VM Network		DC2 *	208.67.222.222	DC2		10.1.1.4	208.67.222.222	217.28.52.97	0.0.0.0			eth1		53\UDP	49199	53	56150	0	UDP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: California			
2022-12-09 04:11:56 PM	2022-12-09 04:12:34 PM	2	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	DC	Global Entity	Latvia: Riga: Riga	United States: California: San Francisco	VM Network		DC2 *	208.67.222.222	DC2		10.1.1.4	208.67.222.222	217.28.52.97	0.0.0.0			eth1		53\UDP	65493	53	53731	0	UDP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: California			
2022-12-09 04:11:56 PM	2022-12-09 04:12:34 PM	2	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	DC	Global Entity	Latvia: Riga: Riga	United States: California: San Francisco	VM Network		DC2 *	208.67.222.222	DC2		10.1.1.4	208.67.222.222	217.28.52.97	0.0.0.0			eth1		53\UDP	50157	53	15064	0	UDP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: California			
2022-12-09 04:11:56 PM	2022-12-09 04:12:34 PM	2	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	DC	Global Entity	Latvia: Riga: Riga	United States: California: San Francisco	VM Network		DC2 *	208.67.222.222	DC2		10.1.1.4	208.67.222.222	217.28.52.97	0.0.0.0			eth1		53\UDP	50913	53	20922	0	UDP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: California			
2022-12-09 04:11:56 PM	2022-12-09 04:12:34 PM	2	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	DC	Global Entity	Latvia: Riga: Riga	United States: California: San Francisco	VM Network		DC2 *	208.67.222.222	DC2		10.1.1.4	208.67.222.222	217.28.52.97	0.0.0.0			eth1		53\UDP	50634	53	23341	0	UDP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: California			
2022-12-09 04:11:56 PM	2022-12-09 04:12:34 PM	2	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	DC	Global Entity	Latvia: Riga: Riga	United States: California: San Francisco	VM Network		DC2 *	208.67.222.222	DC2		10.1.1.4	208.67.222.222	217.28.52.97	0.0.0.0			eth1		53\UDP	50879	53	28424	0	UDP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: California			
2022-12-09 04:12:27 PM	2022-12-09 04:12:34 PM	2	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	Security	Global Entity		United States: Washington: Redmond			10.99.88.24	13.107.138.8			10.99.88.24	13.107.138.8	217.28.52.97	0.0.0.0			eth1.422		443\TCP	61427	443	10061	0	TCP	vpn-1 & firewall-1																									accept														United States		United States: Washington			
2022-12-09 04:12:27 PM	2022-12-09 04:12:34 PM	3	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	iPro	Global Entity	Latvia: Riga: Riga	Latvia: Riga: Riga	VM Network		10.1.1.50	78.28.226.155			10.1.1.50	78.28.226.155	217.28.52.97	0.0.0.0			eth1.422		4434\TCP	65231	4434	33667	0	TCP	vpn-1 & firewall-1																									accept													Latvia	Latvia	Latvia: Riga	Latvia: Riga			
2022-12-09 04:12:27 PM	2022-12-09 04:12:34 PM	3	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	iPro	Global Entity	Latvia: Riga: Riga	Latvia: Riga: Riga	VM Network		10.1.1.50	78.28.226.155			10.1.1.50	78.28.226.155	217.28.52.97	0.0.0.0			eth1.422		4434\TCP	65229	4434	33665	0	TCP	vpn-1 & firewall-1																									accept													Latvia	Latvia	Latvia: Riga	Latvia: Riga			
2022-12-09 04:12:27 PM	2022-12-09 04:12:34 PM	3	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	iPro	Global Entity	Latvia: Riga: Riga	Latvia: Riga: Riga	VM Network		10.1.1.50	78.28.226.155			10.1.1.50	78.28.226.155	217.28.52.97	0.0.0.0			eth1.422		4434\TCP	65232	4434	33668	0	TCP	vpn-1 & firewall-1																									accept													Latvia	Latvia	Latvia: Riga	Latvia: Riga			
2022-12-09 04:12:27 PM	2022-12-09 04:12:34 PM	3	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	iPro	Global Entity	Latvia: Riga: Riga	Latvia: Riga: Riga	VM Network		10.1.1.50	78.28.226.155			10.1.1.50	78.28.226.155	217.28.52.97	0.0.0.0			eth1.422		4434\TCP	65230	4434	33666	0	TCP	vpn-1 & firewall-1																									accept													Latvia	Latvia	Latvia: Riga	Latvia: Riga			
2022-12-09 04:12:34 PM	2022-12-09 04:12:34 PM	1	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	DC	Global Entity	Latvia: Riga: Riga	United States: California: San Francisco	VM Network		DC2 *	208.67.222.222	DC2		10.1.1.4	208.67.222.222	217.28.52.97	0.0.0.0			eth1		53\UDP	51253	53	59174	0	UDP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: California			
2022-12-09 04:12:34 PM	2022-12-09 04:12:34 PM	1	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	DC	Global Entity	Latvia: Riga: Riga	United States: California: San Francisco	VM Network		DC2 *	208.67.222.222	DC2		10.1.1.4	208.67.222.222	217.28.52.97	0.0.0.0			eth1		53\UDP	50088	53	58335	0	UDP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: California			
2022-12-09 04:12:34 PM	2022-12-09 04:12:34 PM	1	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	iPro	Global Entity	Latvia: Riga: Riga	United States: California: Mountain View	FlexPod Management VM		192.168.185.52	8.8.8.8			192.168.185.52	8.8.8.8	217.28.52.97	0.0.0.0			eth1		53\UDP	51428	53	19049	0	UDP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: California			
2022-12-09 04:12:34 PM	2022-12-09 04:12:34 PM	1	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	DC	Global Entity	Latvia: Riga: Riga	United States: California: San Francisco	VM Network		DC2 *	208.67.222.222	DC2		10.1.1.4	208.67.222.222	217.28.52.97	0.0.0.0			eth1		53\UDP	65347	53	10209	0	UDP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: California			
2022-12-09 04:12:34 PM	2022-12-09 04:12:34 PM	1	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	iPro	Global Entity	Latvia: Riga: Riga	United Kingdom: London: London	VM Network		10.1.1.11	139.45.207.92			10.1.1.11	139.45.207.92	217.28.52.100	0.0.0.0			eth1		53\UDP	59285	53	0	0	UDP	vpn-1 & firewall-1																									accept													Latvia	United Kingdom	Latvia: Riga	United Kingdom: London			
2022-12-09 04:12:34 PM	2022-12-09 04:12:34 PM	1	17	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Internal	Internal	Internal	Security	DC		Latvia: Riga: Riga		VM Network	10.99.88.23	DC2 *		DC2	10.99.88.23	10.1.1.4	10.1.1.100	0.0.0.0			eth1.404		53\UDP	57612	53	10888	0	UDP	vpn-1 & firewall-1																									accept														Latvia		Latvia: Riga			
2022-12-09 04:12:34 PM	2022-12-09 04:12:34 PM	1	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	iPro	Global Entity	Latvia: Riga: Riga	United States: California: Mountain View	FlexPod Management VM		192.168.185.100	142.250.74.106			192.168.185.100	142.250.74.106					eth1.422		443\TCP		443			TCP	application control																									accept													Latvia	United States	Latvia: Riga	United States: California			
2022-12-09 04:12:34 PM	2022-12-09 04:12:34 PM	1	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	iPro	Global Entity	Latvia: Riga: Riga	United States: California: Mountain View	FlexPod Management VM		192.168.185.52	8.8.8.8			192.168.185.52	8.8.8.8	217.28.52.97	0.0.0.0			eth1		53\UDP	51733	53	43730	0	UDP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: California			
2022-12-09 04:12:34 PM	2022-12-09 04:12:34 PM	1	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	DC	Global Entity	Latvia: Riga: Riga	United States: California: San Francisco	VM Network		DC2 *	208.67.222.222	DC2		10.1.1.4	208.67.222.222	217.28.52.97	0.0.0.0			eth1		53\UDP	49702	53	29771	0	UDP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: California			
